amount,benefit,description_1,description_2,format,link,name,price,property_1,property_2,property_3,property_4,property_5,raters,rating,temperature,time
,,"el mug bhoro ha sido disenado para preparar el te de una manera simple, util y practica. contiene un infusor en su interior de acero inoxidable que permite filtrar todo tipo de tes y hierbas, ademas de una tapa de silicona para mantener su temperatura, que sirve tambien de posavaso para el infusor. capacidad: 470 ml.","echar el te en el infusor de acero inoxidable, ponerlo en la taza, echar agua a la temperatura recomendada, dejar infusionar segun el tiempo indicado y a disfrutar. una vez utilizado el infursor, puedes dejarlo reposar sobre la tapa de silicona.",turquesa infusor dorado,https://adagio.cl/products/mug-bhoro-turquesa-infusor-dorado,mug bhoro turquesa infusor dorado,14990,,,,,,,,,
,,panel de control facil de usar con ajustes de temperatura ideales para preparar cualquier infusion.este hervidor contiene una resistencia oculta que ayuda a evitar la acumulacion de residuos calcareos y facilita la limpieza.,panel de control facil de usar con ajustes de temperatura ideales para preparar cualquier infusion.este hervidor contiene una resistencia oculta que ayuda a evitar la acumulacion de residuos calcareos y facilita la limpieza.,,https://adagio.cl/products/hervidor-oster-temperatura,hervidor oster con control de temperatura,Agotado,,,,,,,,,
,,"conoce nuestro excelente pack taza puntos dorados. dentro de una caja rectangular puedes encontrar nuestra taza con puntos dorados, ademas de dos pomos con populares variedades tes y un infusor de goma.","1 unidad taza puntos dorados.1 unidad infusor de goma.verde frambuesa (20gr): te verde con frambuesa, petalos de rosa y esencia natural de frambuesa.rooibos verde bonita (22gr): rooibos verde, cascara de naranja, flor de calendula, frutillas y esencia natural de durazno, frutilla y naranja.",infusor grafito,https://adagio.cl/products/pack-caja-taza-borde-dorado,pack taza doble vidrio borde dorado,Agotado,,,,,,2,5,,
,,"infusor de acero inoxidable con tapa de silicona. este accesorio es indispensable para la preparacion del te en hebra, permitiendo una correcta infusion brindando el espacio necesario para que las hojas de te liberen todas sus propiedades.perfecto para usar en el hogar u oficina. apto para lavavajillas. fabricado en china. diametro: 6 cm.","poner el infusor bhoro en una taza, echar la cantidad de te indicada segun la variedad, agregar agua a la temperatura que indica cada variedad, luego tapar con la tapa de silicona y dejar infusionar el tiempo recomendado. una vez terminado, se debe destapar y sacar el infusor para ponerlo sobre la tapa.",lila,https://adagio.cl/products/infusor-bhoro-lila,infusor bhoro lila,7990,,,,,,,,,
,,"infusor de acero inoxidable con tapa de silicona. este accesorio es indispensable para la preparacion del te en hebra, permitiendo una correcta infusion brindando el espacio necesario para que las hojas de te liberen todas sus propiedades.perfecto para usar en el hogar u oficina. apto para lavavajillas. fabricado en china. diametro: 6 cm.","poner el infusor bhoro en una taza, echar la cantidad de te indicada segun la variedad, agregar agua a la temperatura que indica cada variedad, luego tapar con la tapa de silicona y dejar infusionar el tiempo recomendado. una vez terminado, se debe destapar y sacar el infusor para ponerlo sobre la tapa.",rojo,https://adagio.cl/products/infusor-bhoro-rojo,infusor bhoro rojo,7990,,,,,,,,,
,,"nuestro pack 6 pomos the new tea culture, incluye 6 pomos de los tes favoritos de los clientes adagio, cada uno representando a nuestras distintas variedades.","english breakfast (20gr): mezcla de tes negros puros, provenientes de keemun.blanco arandano (12gr): te blanco, arandanos y esencia natural de arandanos.verde mango (20gr): te verde, trozos de manzana y mango, flor de calendula y esencia natural de mango.pu erh naranja chip (20gr): te rojo con cascara de naranja, granos de cacao, aciano azul y esencia natural de chocolate y naranja.oolong durazno (18gr): te oolong, trozos de manzana y damascos, flor de calendula y esencia natural de durazno.rooibos verde bonita (22gr): rooibos verde, cascara de naranja, flor de calendula, frutillas y esencia natural de durazno, frutilla y naranja.",,https://adagio.cl/products/pack-6-pomos-the-tea-culture,6 pomos the new tea culture,Agotado,,,,,,,,,
,,"infusor de acero inoxidable con tapa de silicona. este accesorio es indispensable para la preparacion del te en hebra, permitiendo una correcta infusion brindando el espacio necesario para que las hojas de te liberen todas sus propiedades.perfecto para usar en el hogar u oficina. apto para lavavajillas. fabricado en china. diametro: 6 cm.","poner el infusor bhoro en una taza, echar la cantidad de te indicada segun la variedad, agregar agua a la temperatura que indica cada variedad, luego tapar con la tapa de silicona y dejar infusionar el tiempo recomendado. una vez terminado, se debe destapar y sacar el infusor para ponerlo sobre la tapa.",fucsia,https://adagio.cl/products/infusor-bhoro-fucsia,infusor bhoro fucsia,7990,,,,,,,,,
,,"infusor de acero inoxidable con tapa de silicona. este accesorio es indispensable para la preparacion del te en hebra, permitiendo una correcta infusion brindando el espacio necesario para que las hojas de te liberen todas sus propiedades.perfecto para usar en el hogar u oficina. apto para lavavajillas. fabricado en china. diametro: 6 cm.","poner el infusor bhoro en una taza, echar la cantidad de te indicada segun la variedad, agregar agua a la temperatura que indica cada variedad, luego tapar con la tapa de silicona y dejar infusionar el tiempo recomendado. una vez terminado, se debe destapar y sacar el infusor para ponerlo sobre la tapa.",negro,https://adagio.cl/products/infusor-bhoro-negro,infusor bhoro negro,7990,,,,,,,,,
,,"el set de matcha incluye todos los accesorios necesarios para preparar tu matcha ceremonial, tal como se hace en japon. ademas incluye un tarro de te matcha puro 35 gr",bowl blanco de ceramica resistente a altas temperaturas.batidor de bambu.fijador para batidor.cuchara de bambu.matcha puro 35 gramos.,blanco,https://adagio.cl/products/set-de-matcha-bowl-blanco,set de matcha bowl blanco,Agotado,,,,,,3,5,,
,,"tambien conocido como chasen, este batidor esta disenado para la preparacion del te en la ceremonia japonesa del te.","poner en un matcha bowl una cucharada de matcha, agregar algunas gotas de agua caliente (70celsius) y revolver con el batidor de bambu hasta que se forme una pasta. agregar el resto del agua y revolver hasta formar una espuma. a disfrutar!",,https://adagio.cl/products/batido-de-bambu,batidor de bambu,Agotado,,,,,,2,5,,
,matcha,"el matcha negro se muele con hojas de te negro a baja temperatura. cuanto mas fino sea el polvo de matcha negro, mejor sera el sabor. el polvo de te negro no solo mantiene los ingredientes nutricionales originales, el aroma, el color y la textura del te negro, sino que tambien hace que los nutrientes sean absorbidos mas facilmente por el cuerpo.",te negro golden monkey.,35 gramos,https://adagio.cl/products/matcha-te-negro,matcha te negro,Agotado,antioxidante,digestion,energizante,,,1,5,,
,,"el set de matcha incluye todos los accesorios necesarios para preparar tu matcha ceremonial, tal como se hace en japon.",bowl negro de ceramica resistente a altas temperaturas.batidor de bambu.fijador para batidor.cuchara de bambu.matcha puro 35 gramos.,negro,https://adagio.cl/products/set-de-matcha-negro,set de matcha bowl negro,34990,,,,,,2,5,,
,,"una combinacion para deleitarse: 45 gramos de chocolate blanco combinado con matcha puro. su color y su textura son solo el acompanamiento de un sabor espectacular. el chocolate se acopla con las notas vegetales del matcha, creando un producto unico y delicioso.elaborado por la fete chocolat exclusivo para adagio.","una combinacion para deleitarse: 45 gramos de chocolate blanco combinado con matcha puro. su color y su textura son solo el acompanamiento de un sabor espectacular. el chocolate se acopla con las notas vegetales del matcha, creando un producto unico y delicioso.elaborado por la fete chocolat exclusivo para adagio.",,https://adagio.cl/products/chocolate-con-matcha,chocolate blanco con matcha puro,Agotado,,,,,,8,4,,
,,"nuestro famoso matcha frambuesa da color y sabor a esta barra compuesta por 45 gramos de 73% de cacao de la mas alta calidad, traido directamente de vietnam. todas las bondades y dulzor del matcha frambuesa, combinadas con el cacao: dos superalimentos en un mismo producto.elaborado por la fete chocolat exclusivo para adagio.chocolate 73% vietnam (pasta de cacao, azucar, manteca de cacao, aroma: vainilla natural), mezcla de te matcha japones y esencia natural de frambuesa, frambuesa liofilizada, frutilla liofilizada, manteca de cacao y colorante liposoluble: rojo, rosado, morado y cobre.","nuestro famoso matcha frambuesa da color y sabor a esta barra compuesta por 45 gramos de 73% de cacao de la mas alta calidad, traido directamente de vietnam. todas las bondades y dulzor del matcha frambuesa, combinadas con el cacao: dos superalimentos en un mismo producto.elaborado por la fete chocolat exclusivo para adagio.chocolate 73% vietnam (pasta de cacao, azucar, manteca de cacao, aroma: vainilla natural), mezcla de te matcha japones y esencia natural de frambuesa, frambuesa liofilizada, frutilla liofilizada, manteca de cacao y colorante liposoluble: rojo, rosado, morado y cobre.",,https://adagio.cl/products/chocolate-73-cacao-con-matcha-frambuesa,chocolate 73% cacao con matcha frambuesa,Agotado,,,,,,3,3.3,,
,,comparte la ceremonia japonesa del te junto con el bowl para matcha. resistente y con un porte ideal. todo lo que un #matchalover necesita.,"poner en un matcha bowl una cucharada de matcha, agregar algunas gotas de agua caliente (70celsius) y revolver hasta que se forme una pasta. poner el resto del agua, revolver y a disfrutar.",,https://adagio.cl/products/bowl-matcha-ceramica-negro,bowl matcha ceramica blanco,7990,,,,,,,,,
,,"una excelente seleccion de nuestra linea de teabags, en una caja perfecta para reutilizar.","15 teabags piramidales - 3 de cada variedad.masala chai: te negro, cardamomo, jengibre, clavo de olor, canela y esencia natural de canela. foxtrot: manzanilla, rooibos, menta y esencia natural de vainillapu erh naranja chip: te pu erh, cascara de naranja, granos de cacao, aciano azul y esencia natural de chocolate y naranja.rooibos verde bonita: rooibos verde, cascara de naranja, flor de calendula, frutillas y esencia natural de durazno, frutilla y naranja.verde frambuesa: te verde, frambuesas, petalos de rosas y esencia natural de frambuesa.",,https://adagio.cl/products/pack-5-sabores-turquesa,pack 5 sabores turquesa,Agotado,,,,,,,,,
,,"para los que disfrutan de los sabores del te, una seleccion de los saborizados mas populares.","earl grey bravo (34grs): te negro, cascara de naranja, esencia natural de bergamota y aciano azul. masala chai (50grs): te negro, cardamomo, jengibre, clavo de olor, canela, y esencia natural de canela. verde frambuesa (28grs): te verde, frambuesas, petalos de rosas y esencia natural de frambuesa. buenas noches (24grs): honeybush, manzanilla, menta piperita, flores de la pasion, melissa, lavanda, cerezas y aciano azul. rooibos verde bonita (26grs): rooibos verde, cascara de naranja, flor de calendula, frutillas y esencia natural de durazno, frutilla y naranja.",,https://adagio.cl/products/pack-5-pomos-favoritos,pack 5 pomos favoritos,Agotado,,,,,,,,,
,,"infusor de acero inoxidable con tapa de silicona. este accesorio es indispensable para la preparacion del te en hebra, permitiendo una correcta infusion brindando el espacio necesario para que las hojas de te liberen todas sus propiedades.perfecto para usar en el hogar u oficina. apto para lavavajillas. fabricado en china. diametro: 6 cm.","poner el infusor bhoro en una taza, echar la cantidad de te indicada segun la variedad, agregar agua a la temperatura que indica cada variedad, luego tapar con la tapa de silicona y dejar infusionar el tiempo recomendado. una vez terminado, se debe destapar y sacar el infusor para ponerlo sobre la tapa.",turquesa,https://adagio.cl/products/infusor-bhoro,infusor bhoro turquesa,7990,,,,,,1,3,,
,,comparte la ceremonia japonesa del te junto con el bowl para matcha. resistente y con un porte ideal. todo lo que un #matchalover necesita.,"poner en un matcha bowl una cucharada de matcha, agregar algunas gotas de agua caliente (70celsius) y revolver hasta que se forme una pasta. poner el resto del agua, revolver y a disfrutar.",,https://adagio.cl/products/copy-of-bowl-matcha-ceramica-blanco,bowl matcha ceramica negro,7990,,,,,,,,,
,,"cuchara de bambu que permite medir la cantidad perfecta para la preparacion del matcha. su material rememora la preparacion ceremonial tipica de japon, pais de origen de este te verde pulverizado y de la famosa ceremonia del te.","poner en un matcha bowl una cucharada de matcha, agregar algunas gotas de agua caliente (70celsius) y revolver con el batidor de bambu hasta que se forme una pasta. agregar el resto del agua y revolver hasta formar una espuma. a disfrutar!",,https://adagio.cl/products/cuchara-de-bamboo,cuchara de bambu,3990,,,,,,,,,
,,cuchara de acero inoxidable que contiene la medida perfecta para preparar un bowl de te matcha.,"poner en un matcha bowl una cucharada de matcha, agregar algunas gotas de agua caliente (70celsius) y revolver con el batidor de bambu hasta que se forme una pasta. agregar el resto del agua y revolver. a disfrutar!",,https://adagio.cl/products/cuchara-matcha-verde,cuchara matcha verde,Agotado,,,,,,1,5,,
